Time,X,Y,Z,LED 1,LED 2,LED 3,LED 4,LED 5,LED 6,LED 7,LED 8,LED 9,LED 10,LED 11,LED 12,LED 13,LED 14,LED 15,LED 16,LED 17,LED 18,LED 19,LED 20,LED 21,LED 22,LED 23,LED 24,LED 25,LED 26,LED 27,LED 28,Amount,Class
52,8,8,0,9.85,4.378,6.102,3.142,3.217,1.946,9.85,4.378,6.102,3.142,3.217,1.946,-0.353574309,-2.837135998,0.29222688,-0.30377384,-1.942303145,-0.435449716,-0.934016115,2.456724046,-0.852308858,-0.181268484,-0.163746504,0.515820526,0.136318432,0.460053967,-0.251258638,-1.105751157,1.46,0
53,12,8,0,10.321,4.696,6.33,3.334,3.303,2.038,10.321,4.696,6.33,3.334,3.303,2.038,-0.933024958,-1.118786565,0.141253041,-2.811887548,-0.50474581,0.891222663,-1.512022437,-0.769854287,-0.453169417,0.33461404,-0.364541412,-0.310185782,-0.302599494,-1.243924154,-1.123456545,-0.734351086,89.17,0
54,16,8,0,10.777,5.034,6.547,3.534,3.384,2.133,10.777,5.034,6.547,3.534,3.384,2.133,0.676330389,-0.351249746,1.295130059,0.164859782,0.246413935,-0.804462522,-0.561740543,-0.070750567,-0.251113124,-0.680155165,0.148162527,0.047061501,0.157049746,0.121934641,-0.004607898,0.029418109,7.53,0
55,20,8,0,11.21,5.392,6.751,3.743,3.46,2.23,11.21,5.392,6.751,3.743,3.46,2.23,-1.020718454,-1.246829406,-2.348673437,-0.213437533,-0.100221745,-0.406073073,-1.637572519,-0.960962934,-0.047365029,0.853359935,-0.971600429,-0.114861639,0.408300392,-0.304576466,0.547784789,-0.456296829,200.01,0
55,24,8,0,11.615,5.77,6.939,3.96,3.528,2.329,11.615,5.77,6.939,3.96,3.528,2.329,-1.615433023,-0.665286836,-0.292983046,0.803106054,0.462149367,0.834641095,-0.651796833,-0.10085849,0.035361549,-0.116890316,-0.178926347,0.400155137,-0.026230684,0.165155684,0.0277618,0.132979788,0.76,0
56,28,8,0,11.984,6.168,7.109,4.185,3.589,2.429,11.984,6.168,7.109,4.185,3.589,2.429,-1.969051595,0.450006443,-0.263173073,-0.968361413,0.459253724,0.003771192,1.000716252,0.128621717,-0.024046106,0.215006397,-0.13198159,-0.007415627,-0.136578135,-0.242960778,0.382930847,0.276416936,20.22,0
56,32,8,0,12.31,6.585,7.257,4.416,3.642,2.53,12.31,6.585,7.257,4.416,3.642,2.53,-0.110866964,-0.04267687,1.654140364,-0.392648023,-0.875960217,0.183946189,1.259380028,0.167231088,-0.23942558,-0.437342144,0.018425768,1.013037763,-0.258926559,-0.293189253,-0.394955581,-0.435995593,10.84,0
59,36,8,0,12.587,7.019,7.382,4.652,3.687,2.632,12.587,7.019,7.382,4.652,3.687,2.632,1.594957593,-0.259878797,1.221025466,1.324639512,0.120540186,-1.248648871,-0.005069791,2.442781774,0.890977779,0.026122575,-1.134769337,-0.65495825,0.098386262,-0.209149914,-0.171709156,0.208056641,1142.02,0
59,40,8,0,12.809,7.47,7.481,4.893,3.722,2.733,12.809,7.47,7.481,4.893,3.722,2.733,0.679743973,0.59371845,0.249734698,-0.084367221,-0.25970728,-0.89499546,-0.010373942,0.214510448,-0.209381106,-0.930107296,0.028509911,0.032682009,0.155130495,0.13325047,-0.073534231,0.022349145,149.9,0
60,44,8,0,12.971,7.933,7.553,5.136,3.747,2.834,12.971,7.933,7.553,5.136,3.747,2.834,-0.473257348,0.45204589,1.00567481,0.185441398,-0.439975752,0.012539148,-0.498587992,-0.001998251,0.11577545,0.164781092,-0.177564055,0.39189057,0.624681738,-0.288376428,-0.001311834,0.035811519,89.4,0
60,48,8,0,13.069,8.407,7.597,5.381,3.762,2.934,13.069,8.407,7.597,5.381,3.762,2.934,0.620788367,-0.070889338,-0.203857983,-0.853479419,0.336478014,-1.179531721,-0.501729107,-0.111852536,-0.06003745,0.059884123,-0.047526366,0.443992419,0.640295759,-0.337657131,0.042108484,0.02426471,26.72,0
62,52,8,0,13.103,8.888,7.612,5.625,3.767,3.031,13.103,8.888,7.612,5.625,3.767,3.031,-1.023958211,0.098433875,1.562288762,0.168577702,-0.148826411,-0.28592721,-0.483363894,0.180287627,-0.098000008,-0.170245844,-0.137227527,0.055228279,0.079347554,0.302032602,0.39137735,0.196599881,5.99,0
64,56,8,0,13.069,9.37,7.597,5.866,3.762,3.126,13.069,9.37,7.597,5.866,3.762,3.126,-0.218129649,0.197436521,-0.147850246,-0.097830142,-0.510052501,-0.070939281,0.355170584,0.01477744,-0.167496337,-0.49469457,-0.149785451,1.011226555,0.883547705,-0.329433811,0.020370146,0.017037086,34.7,0
64,60,8,0,12.971,9.85,7.553,6.102,3.747,3.217,12.971,9.85,7.553,6.102,3.747,3.217,0.374025172,-0.531597207,-0.615062565,-0.518078459,0.003880895,-1.288954074,-0.797804485,0.064132874,-0.156095761,-0.238804965,0.089877177,0.421195367,-0.352487134,0.074782742,-0.09419217,-0.09249313,54.99,0
64,64,8,0,12.809,10.321,7.481,6.33,3.722,3.303,12.809,10.321,7.481,6.33,3.722,3.303,-0.223918286,0.417438142,1.678400143,-0.5157016,0.662478668,-2.514235114,-2.589687575,-0.298404521,-0.155547161,-0.403239316,0.356504034,-0.696881459,-0.19871797,-0.220267916,0.068546196,0.020797315,7.55,0
67,68,8,0,12.587,10.777,7.382,6.547,3.687,3.384,12.587,10.777,7.382,6.547,3.687,3.384,0.141211079,-0.207880444,0.0241084,-1.206876592,0.394836382,-0.75095563,0.440558481,0.225920347,0.038362968,0.336449012,-0.014882833,0.10295901,-0.26532206,-0.348636687,0.011238449,-0.04947834,19.85,0
67,72,8,0,12.31,11.21,7.257,6.751,3.642,3.46,12.31,11.21,7.257,6.751,3.642,3.46,0.208014288,-0.680510403,0.507763583,-0.260264023,0.246631324,0.008855504,0.899415801,-0.028351935,-0.140047358,0.355044184,0.332719988,0.718192517,-0.219366046,0.118926551,-0.317485702,-0.340783398,28.28,0
68,76,8,0,11.984,11.615,7.109,6.939,3.589,3.528,11.984,11.615,7.109,6.939,3.589,3.528,0.105247333,0.284676541,1.057322113,0.315890891,-0.411940026,-0.511911581,-0.120427106,-0.077870574,-0.251566497,-0.770138762,0.125997505,0.36962737,0.205597702,0.094061594,-0.033137975,0.020990394,15.99,0
68,80,8,0,11.615,11.984,6.939,7.109,3.528,3.589,11.615,11.984,6.939,7.109,3.528,3.589,-1.434536278,0.796994975,0.74510638,0.222868281,-0.229198749,-0.364808595,-0.254104653,-0.221851585,-0.182661586,-0.612267726,0.19730465,0.174882516,0.032496543,0.099479911,-0.026815791,0.004198633,2.69,0
68,84,8,0,11.21,12.31,6.751,7.257,3.46,3.642,11.21,12.31,6.751,7.257,3.46,3.642,-0.010588597,-0.200012765,-0.908689459,-0.323594882,-0.022103673,-0.796683933,-0.479505429,-0.03383089,-0.057335911,-0.155801281,0.018107802,0.941555369,-0.168581841,0.056170997,0.058979361,0.134187921,22.36,0
69,88,8,0,10.777,12.587,6.547,7.382,3.384,3.687,10.777,12.587,6.547,7.382,3.384,3.687,0.654790271,-4.318377859,1.038603486,0.404686812,2.729168037,1.115863603,-0.703814031,0.676953714,-0.290986927,-0.000234694,0.09217442,0.586205255,-0.397313835,-0.480948881,0.251145,-0.2422786,0.78,0
69,92,8,0,10.321,12.809,6.33,7.481,3.303,3.722,10.321,12.809,6.33,7.481,3.303,3.722,-1.468983113,0.285370868,-0.237172914,-0.912819718,0.242906278,0.122721608,1.175062565,0.374085586,0.046506385,0.165162501,0.063974176,-0.333791686,0.131775824,-0.217691931,-0.082183353,-0.116730187,168.56,0
69,96,8,0,9.85,12.971,6.102,7.553,3.217,3.747,9.85,12.971,6.102,7.553,3.217,3.747,1.642766731,-2.678080725,0.728038853,0.289107812,0.384462973,0.454547699,0.113990423,0.072645181,1.964253339,-0.883217569,-0.247698186,-0.758605574,0.086450074,0.202790049,-0.898857651,-0.944336584,0.76,0
69,100,8,0,9.37,13.069,5.866,7.597,3.126,3.762,9.37,13.069,5.866,7.597,3.126,3.762,-0.087315334,-1.108163644,1.30866895,0.521481126,-0.735664503,0.165409024,0.314515491,-0.111529834,0.110447913,-1.178463303,0.508910502,0.923385245,0.213758667,0.033506668,-0.142024761,-0.263844093,9.47,0
70,104,8,0,8.888,13.103,5.625,7.612,3.031,3.767,8.888,13.103,5.625,7.612,3.031,3.767,-0.855599222,-0.926168244,-1.573685405,-0.49307804,0.329125177,-0.618188812,-0.708406335,-0.200077073,0.149485235,0.769877755,-0.092634482,0.150536174,-0.234229996,0.504709599,0.069158167,0.041024189,21.8,0
71,108,8,0,8.407,13.069,5.381,7.597,2.934,3.762,8.407,13.069,5.381,7.597,2.934,3.762,-0.12942182,0.094277151,0.38881918,1.236618791,0.151535043,-1.398990322,0.672575069,0.052489101,-0.039070337,-0.255173945,0.109332683,-0.32844817,0.162253656,-0.447275875,0.020070552,0.006230543,14.48,0
73,112,8,0,7.933,12.971,5.136,7.553,2.834,3.747,7.933,12.971,5.136,7.553,2.834,3.747,0.387778137,-3.279054301,0.553435024,0.910634312,2.698337459,1.302963477,-0.910148786,-0.016800217,-0.124011771,-0.227149831,-0.199184934,-0.289757395,0.776243576,-0.283950225,0.056746815,0.084706456,1,0
73,116,8,0,7.47,12.809,4.893,7.481,2.733,3.722,7.47,12.809,4.893,7.481,2.733,3.722,1.177662135,-0.217738013,-0.161084219,-0.533762924,-0.108367597,-0.848424963,-0.056692824,-0.103570441,-0.148136188,-0.111892635,-0.173207278,-0.714729129,0.817359935,-0.263842752,0.047776818,0.008735382,1,0
73,120,8,0,7.019,12.587,4.652,7.382,2.632,3.687,7.019,12.587,4.652,7.382,2.632,3.687,-0.653246385,-0.636389372,-1.702666617,-1.280355074,0.987638276,-1.478805682,-0.043612268,-0.124115455,-0.347567013,-0.676807452,0.100568222,0.595988713,0.322122079,-0.547495004,0.078786189,0.043819074,70.6,0
73,124,8,0,6.585,12.31,4.416,7.257,2.53,3.642,6.585,12.31,4.416,7.257,2.53,3.642,-0.32273584,0.269321773,-0.717472309,-0.313731636,-0.223905205,-0.227785835,0.179131855,-0.148395299,-0.091111611,-0.095474864,-0.166750152,-0.653433373,0.713020334,-0.288035257,0.031507352,0.000371618,19.77,0
74,128,8,0,6.168,11.984,4.185,7.109,2.429,3.589,6.168,11.984,4.185,7.109,2.429,3.589,-0.534230568,0.446601378,1.122884672,-1.768000514,1.241156963,-2.449499863,-1.747255172,-0.335519851,0.102519797,0.60508853,0.023092156,-0.626462661,0.479120272,-0.166936836,0.081246718,0.001191576,1.18,0
74,132,8,0,5.77,11.615,3.96,6.939,2.329,3.528,5.77,11.615,3.96,6.939,2.329,3.528,-0.534230568,0.446601378,1.122884672,-1.768000514,1.241156963,-2.449499863,-1.747255172,-0.335519851,0.102519797,0.60508853,0.023092156,-0.626462661,0.479120272,-0.166936836,0.081246718,0.001191576,1.18,0
74,136,8,0,5.392,11.21,3.743,6.751,2.23,3.46,5.392,11.21,3.743,6.751,2.23,3.46,-0.534230568,0.446601378,1.122884672,-1.768000514,1.241156963,-2.449499863,-1.747255172,-0.335519851,0.102519797,0.60508853,0.023092156,-0.626462661,0.479120272,-0.166936836,0.081246718,0.001191576,1.18,0
74,140,8,0,5.034,10.777,3.534,6.547,2.133,3.384,5.034,10.777,3.534,6.547,2.133,3.384,-0.534230568,0.446601378,1.122884672,-1.768000514,1.241156963,-2.449499863,-1.747255172,-0.335519851,0.102519797,0.60508853,0.023092156,-0.626462661,0.479120272,-0.166936836,0.081246718,0.001191576,1.18,0
75,144,8,0,4.696,10.321,3.334,6.33,2.038,3.303,4.696,10.321,3.334,6.33,2.038,3.303,0.497186648,-1.483889818,-0.867129647,-1.020169595,1.062549722,-0.359442587,0.880606307,-0.173139546,0.129257258,1.1292817,-0.006978091,0.497337391,0.130515266,0.525668092,-0.088949755,0.113206051,81.13,0
76,148,8,0,4.378,9.85,3.142,6.102,1.946,3.217,4.378,9.85,3.142,6.102,1.946,3.217,-1.248619947,0.343492962,-0.236299743,0.528667673,-0.291314514,0.847538604,0.129468112,-0.278965958,0.315867516,0.847564794,0.148876568,0.549790591,-0.585130614,0.325840743,-0.068871446,0.059713185,50,0
76,152,8,0,4.08,9.37,2.96,5.866,1.856,3.126,4.08,9.37,2.96,5.866,1.856,3.126,-0.476390308,-0.142352494,-0.974915531,-0.606945205,0.005370971,-0.999965377,-0.774096415,0.244289448,-0.070240762,0.015444953,0.072651066,-0.272271751,-0.087681515,0.138132123,0.125901816,-0.06302232,86.43,0
77,156,8,0,3.801,8.888,2.786,5.625,1.769,3.031,3.801,8.888,2.786,5.625,1.769,3.031,-0.420525662,0.978769726,1.097810371,-1.912551282,1.780960922,-2.120498266,-1.023459729,-0.321114245,0.314751517,1.046647587,0.15640356,-0.628123355,-0.702366656,-0.224025083,0.14542464,0.116397682,11.83,0
77,0,12,0,9.163,3.877,5.957,2.9,3.239,1.86,9.163,3.877,5.957,2.9,3.239,1.86,0.061623489,-0.410061487,0.754377242,0.283420754,-0.905689819,-0.738459279,-0.454312152,0.036974223,-0.36283038,-0.418816991,0.521401264,-0.922427393,-0.139840272,0.70978702,-0.076248716,-0.383942454,49.95,0
77,4,12,0,9.669,4.165,6.22,3.085,3.343,1.954,9.669,4.165,6.22,3.085,3.343,1.954,-1.696914001,0.48212119,0.586417588,0.034541375,-0.306278167,-0.206029884,-0.118938855,0.05282757,-0.201680708,-0.432070051,0.01316424,0.161606289,-0.401310006,0.047423416,0.102549224,-0.11657148,9.12,0
78,8,12,0,10.172,4.473,6.477,3.279,3.444,2.052,10.172,4.473,6.477,3.279,3.444,2.052,-1.860225916,0.510701455,-0.452340475,-1.145574937,-0.323949652,1.462413019,-0.986003312,-0.756577458,0.418818886,-0.76212234,-0.098939524,0.502972747,-0.655251281,0.743419212,-0.02056809,-0.118060229,104.94,0
78,12,12,0,10.666,4.801,6.727,3.484,3.54,2.152,10.666,4.801,6.727,3.484,3.54,2.152,0.946384558,0.079319521,1.287545322,0.28251401,-0.423616438,0.147275797,1.226248307,0.348231594,-0.252658886,-0.613055494,-0.126407496,-0.636697022,-0.255688273,0.019571285,0.38258071,0.194254835,4.68,0
78,16,12,0,11.145,5.15,6.965,3.698,3.63,2.255,11.145,5.15,6.965,3.698,3.63,2.255,0.13136414,-0.170066569,0.748794675,0.410891393,-0.749974772,-0.745597186,-0.487556885,-0.105203803,-0.403692059,-0.478169343,0.261137612,-0.903294971,-0.130708919,0.713907127,-0.028134479,-0.410876701,62.92,0
78,20,12,0,11.601,5.521,7.189,3.922,3.714,2.36,11.601,5.521,7.189,3.922,3.714,2.36,-1.289269177,-0.188769226,1.192679842,-0.519384439,-0.599534141,0.669896166,1.087592147,0.13373911,0.00621067,0.431366266,-0.441621161,0.556214073,0.16621579,-0.055005317,-0.714976037,-0.612121573,18.31,0
